0,1,2,3,4,5,6,7,8,9,10
soft cheese,spices,,,,,,,,,
whole milk,cleaner,,,,,,,,,
pork,beef,,,,,,,,,
beef,cling film/bags,bottled water,butter,sweet spreads,candy,,,,,
citrus fruit,red/blush wine,,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
beef,root vegetables,frozen potato products,butter,newspapers,,,,,,
whole milk,newspapers,,,,,,,,,
ice cream,grapes,,,,,,,,,
grapes,berries,brown bread,,,,,,,,
salty snack,dessert,,,,,,,,,
frozen fish,soda,vinegar,,,,,,,,
sausage,other vegetables,,,,,,,,,
soda,red/blush wine,,,,,,,,,
whole milk,bottled water,,,,,,,,,
yogurt,yogurt,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,napkins,frozen vegetables,pastry,,,,,,,
turkey,semi-finished bread,,,,,,,,,
UHT-milk,margarine,,,,,,,,,
whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk,,,,
pork,soda,soda,,,,,,,,
meat,beef,curd,,,,,,,,
soda,butter milk,,,,,,,,,
root vegetables,frozen vegetables,domestic eggs,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
pickled vegetables,pastry,brown bread,sugar,,,,,,,
onions,ice cream,,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frankfurter,beef,red/blush wine,whole milk,frozen dessert,,,,,,
canned beer,whole milk,rolls/buns,,,,,,,,
root vegetables,skin care,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
specialty bar,curd,,,,,,,,,
UHT-milk,canned beer,,,,,,,,,
other vegetables,other vegetables,frozen dessert,waffles,soda,,,,,,
liver loaf,bottled beer,,,,,,,,,
root vegetables,yogurt,canned vegetables,,,,,,,,
coffee,cream cheese ,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
beef,shopping bags,,,,,,,,,
beef,chocolate,,,,,,,,,
grapes,pastry,,,,,,,,,
beef,dog food,yogurt,,,,,,,,
citrus fruit,whole milk,frozen vegetables,,,,,,,,
soda,specialty cheese,candy,,,,,,,,
butter milk,margarine,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
root vegetables,dessert,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
other vegetables,oil,,,,,,,,,
berries,other vegetables,,,,,,,,,
meat,coffee,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
dental care,curd,,,,,,,,,
bottled beer,white bread,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
frozen meals,pickled vegetables,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
root vegetables,dog food,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
yogurt,pastry,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
rolls/buns,curd,,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
pastry,long life bakery product,,,,,,,,,
misc. beverages,onions,,,,,,,,,
frankfurter,citrus fruit,specialty chocolate,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
waffles,sparkling wine,,,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
frozen meals,dental care,,,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
soda,bottled water,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
sausage,berries,,,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
whole milk,butter,,,,,,,,,
nuts/prunes,cream cheese ,,,,,,,,,
whole milk,ice cream,detergent,rolls/buns,,,,,,,
soda,margarine,,,,,,,,,
liver loaf,pip fruit,fruit/vegetable juice,curd,,,,,,,
beef,fruit/vegetable juice,whole milk,,,,,,,,
napkins,other vegetables,,,,,,,,,
salty snack,chocolate,,,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
red/blush wine,canned fish,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
sausage,rolls/buns,misc. beverages,processed cheese,,,,,,,
hamburger meat,curd,,,,,,,,,
sausage,white bread,,,,,,,,,
beef,condensed milk,specialty chocolate,,,,,,,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
napkins,dishes,,,,,,,,,
frozen meals,soda,,,,,,,,,
UHT-milk,flour,,,,,,,,,
whole milk,yogurt,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
other vegetables,curd,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,domestic eggs,rolls/buns,long life bakery product,,,,,,,
long life bakery product,whipped/sour cream,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
bottled beer,long life bakery product,vinegar,pot plants,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
sausage,fish,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
frozen vegetables,rice,,,,,,,,,
brown bread,margarine,,,,,,,,,
chocolate,whipped/sour cream,brown bread,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
pastry,red/blush wine,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
decalcifier,whole milk,,,,,,,,,
dessert,beef,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whipped/sour cream,yogurt,candy,,,,,,,,
margarine,domestic eggs,,,,,,,,,
beverages,bottled water,,,,,,,,,
other vegetables,curd,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
herbs,grapes,whipped/sour cream,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
butter,tropical fruit,,,,,,,,,
beef,waffles,domestic eggs,,,,,,,,
candy,yogurt,,,,,,,,,
pork,long life bakery product,,,,,,,,,
candles,coffee,,,,,,,,,
citrus fruit,oil,whole milk,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
pastry,baking powder,,,,,,,,,
tropical fruit,meat,pip fruit,salt,pot plants,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
beef,misc. beverages,,,,,,,,,
bottled water,frozen dessert,root vegetables,,,,,,,,
sparkling wine,canned beer,,,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
soda,pip fruit,,,,,,,,,
yogurt,coffee,coffee,,,,,,,,
coffee,rolls/buns,vinegar,,,,,,,,
long life bakery product,napkins,,,,,,,,,
frankfurter,sausage,,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
pet care,shopping bags,,,,,,,,,
frozen meals,pastry,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
soda,red/blush wine,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
bottled water,napkins,pastry,,,,,,,,
female sanitary products,margarine,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
yogurt,soda,dessert,,,,,,,,
beverages,condensed milk,,,,,,,,,
pip fruit,grapes,,,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
tropical fruit,chicken,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
specialty cheese,butter,,,,,,,,,
chocolate,soda,,,,,,,,,
chocolate,herbs,,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
whole milk,whole milk,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
soda,shopping bags,,,,,,,,,
grapes,soda,other vegetables,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
red/blush wine,whipped/sour cream,specialty cheese,abrasive cleaner,,,,,,,
ice cream,cream cheese ,,,,,,,,,
dessert,napkins,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
meat,sausage,cake bar,root vegetables,,,,,,,
liver loaf,herbs,,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
newspapers,whole milk,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled beer,cream cheese ,chocolate,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sugar,spread cheese,,,,,,,,,
cream cheese ,tropical fruit,bottled water,soda,specialty bar,,,,,,
rolls/buns,other vegetables,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
whole milk,whipped/sour cream,domestic eggs,house keeping products,,,,,,,
berries,coffee,margarine,,,,,,,,
misc. beverages,cling film/bags,,,,,,,,,
frankfurter,dog food,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
chicken,chocolate,,,,,,,,,
frozen meals,beef,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
tropical fruit,pork,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
sausage,butter,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
margarine,sugar,,,,,,,,,
specialty chocolate,citrus fruit,UHT-milk,frozen meals,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
soda,rolls/buns,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
dessert,domestic eggs,,,,,,,,,
dessert,pickled vegetables,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
butter,onions,butter milk,,,,,,,,
salty snack,curd,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
pork,bottled beer,butter,,,,,,,,
flour,bottled water,,,,,,,,,
white bread,citrus fruit,sugar,,,,,,,,
tropical fruit,grapes,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
pastry,curd,butter,curd,whipped/sour cream,,,,,,
semi-finished bread,berries,,,,,,,,,
cereals,sausage,tropical fruit,other vegetables,,,,,,,
yogurt,other vegetables,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
mayonnaise,brown bread,,,,,,,,,
pastry,bottled beer,,,,,,,,,
condensed milk,frankfurter,berries,whole milk,liver loaf,sliced cheese,domestic eggs,rolls/buns,frozen fish,,
canned beer,root vegetables,,,,,,,,,
chicken,whole milk,canned beer,,,,,,,,
whole milk,curd,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
ham,whole milk,,,,,,,,,
liquor,brandy,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
whole milk,specialty chocolate,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
root vegetables,snack products,,,,,,,,,
whole milk,soda,soda,fruit/vegetable juice,,,,,,,
citrus fruit,white bread,,,,,,,,,
beef,cat food,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
other vegetables,soda,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
curd,dessert,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
rolls/buns,other vegetables,soda,,,,,,,,
chicken,coffee,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
chicken,bottled beer,,,,,,,,,
frankfurter,pastry,,,,,,,,,
canned fish,butter,pot plants,,,,,,,,
other vegetables,cat food,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
sausage,yogurt,,,,,,,,,
butter,baking powder,brown bread,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
whole milk,hamburger meat,detergent,pickled vegetables,,,,,,,
other vegetables,frozen fish,,,,,,,,,
dessert,other vegetables,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
citrus fruit,sauces,long life bakery product,,,,,,,,
sugar,brown bread,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,margarine,,,,,,,,,
dessert,bottled water,,,,,,,,,
chocolate,white wine,,,,,,,,,
whole milk,canned beer,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
butter milk,margarine,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
rolls/buns,curd,,,,,,,,,
coffee,yogurt,oil,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
other vegetables,canned vegetables,canned beer,,,,,,,,
canned beer,other vegetables,,,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
rolls/buns,canned beer,,,,,,,,,
curd,ice cream,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
newspapers,long life bakery product,,,,,,,,,
bottled water,red/blush wine,onions,brown bread,,,,,,,
onions,curd,,,,,,,,,
herbs,newspapers,newspapers,rolls/buns,,,,,,,
whole milk,beverages,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
tropical fruit,whole milk,sweet spreads,,,,,,,,
other vegetables,white bread,,,,,,,,,
cereals,rolls/buns,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
bottled beer,berries,,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
sausage,frozen meals,,,,,,,,,
root vegetables,frozen meals,salty snack,,,,,,,,
root vegetables,butter,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
sausage,citrus fruit,,,,,,,,,
frankfurter,pip fruit,whipped/sour cream,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
chocolate,frozen meals,,,,,,,,,
beef,hygiene articles,,,,,,,,,
waffles,yogurt,,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
oil,butter milk,cling film/bags,pastry,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whole milk,sausage,whole milk,yogurt,cake bar,female sanitary products,soda,,,,
coffee,tidbits,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
whole milk,butter,newspapers,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
newspapers,hamburger meat,whole milk,specialty cheese,,,,,,,
pip fruit,yogurt,,,,,,,,,
berries,specialty bar,,,,,,,,,
onions,dish cleaner,,,,,,,,,
ice cream,root vegetables,,,,,,,,,
waffles,yogurt,,,,,,,,,
dessert,butter,,,,,,,,,
beef,root vegetables,,,,,,,,,
root vegetables,beef,,,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,tropical fruit,seasonal products,fruit/vegetable juice,,,,,,,
whole milk,pastry,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
onions,grapes,bottled beer,,,,,,,,
chicken,root vegetables,,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
bottled water,bottled water,,,,,,,,,
baking powder,soda,beverages,,,,,,,,
pork,male cosmetics,pastry,chewing gum,brandy,,,,,,
tropical fruit,root vegetables,,,,,,,,,
bottled water,photo/film,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
shopping bags,salty snack,,,,,,,,,
salty snack,shopping bags,,,,,,,,,
pastry,napkins,,,,,,,,,
yogurt,frozen vegetables,waffles,,,,,,,,
pip fruit,frozen fish,cling film/bags,,,,,,,,
sausage,whole milk,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
mustard,curd cheese,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soda,whisky,,,,,,,,,
sausage,root vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
meat,curd,,,,,,,,,
pork,soda,,,,,,,,,
pip fruit,candles,,,,,,,,,
beef,frankfurter,chewing gum,margarine,chewing gum,detergent,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,bottled beer,,,,,,,,,
canned beer,salty snack,soda,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
pip fruit,soda,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
soda,sliced cheese,butter,,,,,,,,
frankfurter,frozen dessert,,,,,,,,,
curd,newspapers,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
whole milk,newspapers,,,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
citrus fruit,beef,whipped/sour cream,other vegetables,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
beef,cream cheese ,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
whole milk,shopping bags,,,,,,,,,
meat,root vegetables,,,,,,,,,
tropical fruit,butter,,,,,,,,,
UHT-milk,butter milk,napkins,,,,,,,,
UHT-milk,berries,shopping bags,,,,,,,,
brandy,soap,chewing gum,,,,,,,,
frozen dessert,bottled water,,,,,,,,,
dessert,soda,,,,,,,,,
whole milk,yogurt,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
pastry,berries,,,,,,,,,
liver loaf,waffles,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
beef,red/blush wine,,,,,,,,,
beef,whole milk,candy,,,,,,,,
butter,yogurt,,,,,,,,,
photo/film,cat food,,,,,,,,,
frankfurter,butter,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
pork,rolls/buns,,,,,,,,,
beverages,curd,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
beef,soda,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
rum,rolls/buns,,,,,,,,,
pip fruit,onions,domestic eggs,,,,,,,,
whole milk,pasta,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
sliced cheese,frozen chicken,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
canned fish,shopping bags,,,,,,,,,
whipped/sour cream,instant coffee,,,,,,,,,
other vegetables,liquor,,,,,,,,,
soups,margarine,,,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
ham,yogurt,,,,,,,,,
whipped/sour cream,chicken,,,,,,,,,
canned beer,white bread,,,,,,,,,
butter,bottled water,,,,,,,,,
chicken,pasta,,,,,,,,,
pip fruit,sauces,,,,,,,,,
sausage,brown bread,,,,,,,,,
bottled water,napkins,,,,,,,,,
UHT-milk,herbs,newspapers,,,,,,,,
pork,yogurt,,,,,,,,,
organic sausage,UHT-milk,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
tropical fruit,onions,,,,,,,,,
whole milk,white bread,canned beer,brown bread,fruit/vegetable juice,,,,,,
butter,bottled beer,canned beer,chewing gum,fruit/vegetable juice,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
canned beer,napkins,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
tropical fruit,UHT-milk,candy,,,,,,,,
rolls/buns,napkins,bottled beer,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
berries,pip fruit,,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
yogurt,coffee,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,cat food,processed cheese,rolls/buns,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
sausage,frankfurter,herbs,rice,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
sausage,soda,,,,,,,,,
other vegetables,soda,,,,,,,,,
instant coffee,sparkling wine,,,,,,,,,
meat,other vegetables,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
meat,waffles,,,,,,,,,
beef,coffee,,,,,,,,,
pip fruit,newspapers,fruit/vegetable juice,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
whole milk,tropical fruit,liquor (appetizer),soda,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
brown bread,processed cheese,,,,,,,,,
grapes,herbs,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
flower soil/fertilizer,waffles,,,,,,,,,
beef,butter,,,,,,,,,
tropical fruit,yogurt,bottled water,,,,,,,,
sausage,shopping bags,light bulbs,,,,,,,,
root vegetables,flower (seeds),,,,,,,,,
whole milk,pastry,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
pastry,whole milk,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
meat,tropical fruit,,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
bottled water,soda,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
hamburger meat,tidbits,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,,,,,,,,
popcorn,dishes,whole milk,,,,,,,,
beverages,shopping bags,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
pot plants,soda,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
curd,whole milk,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
butter,shopping bags,,,,,,,,,
turkey,soft cheese,other vegetables,canned beer,,,,,,,
whole milk,bottled water,chicken,citrus fruit,canned vegetables,,,,,,
chicken,bottled water,,,,,,,,,
soda,salty snack,,,,,,,,,
pastry,oil,potato products,,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
pork,hamburger meat,,,,,,,,,
