Member_number,Date,itemDescription,year,month,day,day_of_week
3425,2014-05-01,citrus fruit,2014,5,1,3
3175,2014-11-18,other vegetables,2014,11,18,1
1868,2014-02-25,other vegetables,2014,2,25,1
3669,2014-10-14,chocolate marshmallow,2014,10,14,1
4623,2014-05-07,rolls/buns,2014,5,7,2
3232,2014-01-07,dessert,2014,1,7,1
1499,2014-02-22,spread cheese,2014,2,22,5
3502,2014-05-19,other vegetables,2014,5,19,0
2785,2014-12-30,chicken,2014,12,30,1
4762,2014-07-02,newspapers,2014,7,2,2
1605,2014-08-17,white wine,2014,8,17,6
4786,2014-11-30,soda,2014,11,30,6
3786,2014-10-22,ice cream,2014,10,22,2
4831,2014-08-16,root vegetables,2014,8,16,5
4620,2014-06-23,berries,2014,6,23,0
1316,2014-05-31,bottled beer,2014,5,31,5
1116,2014-06-03,other vegetables,2014,6,3,1
2746,2014-05-20,frozen meals,2014,5,20,1
3258,2014-10-04,white wine,2014,10,4,5
1193,2014-02-16,soda,2014,2,16,6
2602,2014-04-18,tropical fruit,2014,4,18,4
1098,2014-07-19,tropical fruit,2014,7,19,5
4733,2014-09-11,pip fruit,2014,9,11,3
3920,2014-02-23,pastry,2014,2,23,6
3255,2014-01-23,bottled beer,2014,1,23,3
2713,2014-05-21,frozen meals,2014,5,21,2
4068,2014-06-29,onions,2014,6,29,6
2369,2014-07-01,beef,2014,7,1,1
1547,2014-09-03,whole milk,2014,9,3,2
3183,2014-09-24,pork,2014,9,24,2
3484,2014-04-07,newspapers,2014,4,7,0
3226,2014-07-22,meat spreads,2014,7,22,1
4437,2014-03-12,whipped/sour cream,2014,3,12,2
1908,2014-12-06,whole milk,2014,12,6,5
3678,2014-01-23,curd,2014,1,23,3
2076,2014-06-09,hygiene articles,2014,6,9,0
2175,2014-12-26,chicken,2014,12,26,4
4582,2014-04-23,bottled beer,2014,4,23,2
1852,2014-08-09,cake bar,2014,8,9,5
2148,2014-01-25,soda,2014,1,25,5
3898,2014-08-25,beef,2014,8,25,0
4009,2014-02-19,frozen vegetables,2014,2,19,2
1527,2014-04-15,spices,2014,4,15,1
4269,2014-12-30,finished products,2014,12,30,1
1998,2014-06-14,citrus fruit,2014,6,14,5
1230,2014-12-17,soda,2014,12,17,2
2142,2014-10-25,tropical fruit,2014,10,25,5
2897,2014-07-11,mustard,2014,7,11,4
3288,2014-04-20,bottled water,2014,4,20,6
2155,2014-03-06,pip fruit,2014,3,6,3
2049,2014-02-09,ham,2014,2,9,6
4663,2014-04-18,canned beer,2014,4,18,4
3521,2014-10-10,yogurt,2014,10,10,4
4407,2014-06-06,misc. beverages,2014,6,6,4
3526,2014-05-18,domestic eggs,2014,5,18,6
3005,2014-04-18,specialty chocolate,2014,4,18,4
3083,2014-03-29,tropical fruit,2014,3,29,5
4046,2014-12-29,root vegetables,2014,12,29,0
2332,2014-07-18,seasonal products,2014,7,18,4
4376,2014-01-08,pork,2014,1,8,2
2578,2014-01-30,frozen fish,2014,1,30,3
4089,2014-03-15,ice cream,2014,3,15,5
4674,2014-02-18,seasonal products,2014,2,18,1
3639,2014-05-01,sweet spreads,2014,5,1,3
4160,2014-05-09,chocolate,2014,5,9,4
2766,2014-01-12,pork,2014,1,12,6
1754,2014-07-06,pastry,2014,7,6,6
3550,2014-06-12,salty snack,2014,6,12,3
1736,2014-09-30,whole milk,2014,9,30,1
1315,2014-11-12,tropical fruit,2014,11,12,2
3633,2014-12-10,soda,2014,12,10,2
3425,2014-12-15,tropical fruit,2014,12,15,0
2697,2014-07-07,coffee,2014,7,7,0
3659,2014-12-11,pork,2014,12,11,3
1466,2014-05-16,chocolate,2014,5,16,4
4440,2014-12-02,other vegetables,2014,12,2,1
1280,2014-04-17,spices,2014,4,17,3
4375,2014-10-30,female sanitary products,2014,10,30,3
3208,2014-10-12,root vegetables,2014,10,12,6
4305,2014-02-09,tropical fruit,2014,2,9,6
2525,2014-04-03,turkey,2014,4,3,3
1498,2014-08-23,long life bakery product,2014,8,23,5
4108,2014-08-27,specialty chocolate,2014,8,27,2
3249,2014-02-04,dessert,2014,2,4,1
2131,2014-11-07,yogurt,2014,11,7,4
4886,2014-08-21,dessert,2014,8,21,3
1023,2014-05-22,male cosmetics,2014,5,22,3
2875,2014-04-30,brown bread,2014,4,30,2
3407,2014-12-16,coffee,2014,12,16,1
1632,2014-05-29,root vegetables,2014,5,29,3
2668,2014-01-12,whole milk,2014,1,12,6
3745,2014-05-25,specialty cheese,2014,5,25,6
1712,2014-12-04,cream cheese ,2014,12,4,3
4009,2014-12-21,butter,2014,12,21,6
4522,2014-04-10,canned beer,2014,4,10,3
4852,2014-01-24,condensed milk,2014,1,24,4
3862,2014-12-26,bottled water,2014,12,26,4
3538,2014-11-28,yogurt,2014,11,28,4
3821,2014-12-14,tropical fruit,2014,12,14,6
1889,2014-06-20,ketchup,2014,6,20,4
3963,2014-01-06,candy,2014,1,6,0
1478,2014-07-07,chicken,2014,7,7,0
2788,2014-04-17,dessert,2014,4,17,3
3822,2014-12-23,yogurt,2014,12,23,1
1728,2014-10-18,root vegetables,2014,10,18,5
3016,2014-05-23,other vegetables,2014,5,23,4
2018,2014-04-13,frozen potato products,2014,4,13,6
3139,2014-01-23,citrus fruit,2014,1,23,3
2823,2014-07-08,pastry,2014,7,8,1
1820,2014-01-23,root vegetables,2014,1,23,3
1596,2014-10-09,pot plants,2014,10,9,3
3333,2014-12-05,yogurt,2014,12,5,4
2408,2014-02-08,beverages,2014,2,8,5
1303,2014-09-27,pip fruit,2014,9,27,5
2835,2014-11-08,root vegetables,2014,11,8,5
1921,2014-08-17,tropical fruit,2014,8,17,6
3313,2014-11-23,whole milk,2014,11,23,6
2772,2014-04-04,pet care,2014,4,4,4
1929,2014-03-02,pasta,2014,3,2,6
3066,2014-10-17,fruit/vegetable juice,2014,10,17,4
4176,2014-09-25,whole milk,2014,9,25,3
1544,2014-03-18,tropical fruit,2014,3,18,1
3479,2014-07-06,turkey,2014,7,6,6
2321,2014-06-02,pip fruit,2014,6,2,0
2076,2014-01-14,softener,2014,1,14,1
3761,2014-12-25,whole milk,2014,12,25,3
2229,2014-07-10,pip fruit,2014,7,10,3
3612,2014-12-03,margarine,2014,12,3,2
4842,2014-03-25,yogurt,2014,3,25,1
2725,2014-05-01,whole milk,2014,5,1,3
1917,2014-01-26,sausage,2014,1,26,6
2276,2014-11-29,tropical fruit,2014,11,29,5
3964,2014-01-30,root vegetables,2014,1,30,3
4469,2014-09-13,pork,2014,9,13,5
1307,2014-08-29,whole milk,2014,8,29,4
3343,2014-11-02,berries,2014,11,2,6
1903,2014-08-15,whole milk,2014,8,15,4
3354,2014-11-12,berries,2014,11,12,2
2580,2014-03-04,whipped/sour cream,2014,3,4,1
2685,2014-11-02,citrus fruit,2014,11,2,6
1761,2014-10-18,whole milk,2014,10,18,5
3475,2014-01-09,whole milk,2014,1,9,3
2758,2014-07-12,rolls/buns,2014,7,12,5
1450,2014-08-12,specialty bar,2014,8,12,1
2832,2014-07-07,whole milk,2014,7,7,0
2709,2014-05-18,other vegetables,2014,5,18,6
1820,2014-11-01,citrus fruit,2014,11,1,5
2186,2014-06-19,bottled water,2014,6,19,3
2341,2014-03-23,roll products ,2014,3,23,6
3386,2014-10-05,root vegetables,2014,10,5,6
2160,2014-07-11,whole milk,2014,7,11,4
2754,2014-11-20,soda,2014,11,20,3
3280,2014-07-06,beef,2014,7,6,6
2578,2014-07-11,other vegetables,2014,7,11,4
1822,2014-04-03,onions,2014,4,3,3
3644,2014-04-16,yogurt,2014,4,16,2
4144,2014-08-01,whole milk,2014,8,1,4
4464,2014-01-23,rolls/buns,2014,1,23,3
1530,2014-11-10,long life bakery product,2014,11,10,0
2730,2014-03-17,rolls/buns,2014,3,17,0
4983,2014-07-14,other vegetables,2014,7,14,0
2847,2014-06-13,ham,2014,6,13,4
4941,2014-08-13,meat,2014,8,13,2
3842,2014-03-03,frozen vegetables,2014,3,3,0
3005,2014-07-26,beverages,2014,7,26,5
2218,2014-12-25,whole milk,2014,12,25,3
1797,2014-11-14,root vegetables,2014,11,14,4
1870,2014-06-17,citrus fruit,2014,6,17,1
2107,2014-02-24,other vegetables,2014,2,24,0
1211,2014-09-11,butter,2014,9,11,3
3397,2014-07-10,bottled beer,2014,7,10,3
4260,2014-01-01,soda,2014,1,1,2
4416,2014-07-30,brown bread,2014,7,30,2
4094,2014-01-22,onions,2014,1,22,2
2813,2014-12-20,other vegetables,2014,12,20,5
2001,2014-11-14,beef,2014,11,14,4
3631,2014-12-09,root vegetables,2014,12,9,1
4922,2014-04-21,bottled water,2014,4,21,0
1102,2014-02-14,root vegetables,2014,2,14,4
4274,2014-02-24,beef,2014,2,24,0
1022,2014-03-25,whole milk,2014,3,25,1
4433,2014-02-16,whole milk,2014,2,16,6
4567,2014-05-31,bottled water,2014,5,31,5
3793,2014-05-26,whole milk,2014,5,26,0
4448,2014-11-06,citrus fruit,2014,11,6,3
3491,2014-06-19,tropical fruit,2014,6,19,3
1684,2014-02-17,white wine,2014,2,17,0
3250,2014-10-19,soda,2014,10,19,6
3306,2014-05-02,root vegetables,2014,5,2,4
3923,2014-12-19,root vegetables,2014,12,19,4
1099,2014-07-18,pip fruit,2014,7,18,4
1005,2014-09-01,rolls/buns,2014,9,1,0
2593,2014-04-13,newspapers,2014,4,13,6
1657,2014-04-03,frozen potato products,2014,4,3,3
4059,2014-06-13,UHT-milk,2014,6,13,4
2094,2014-02-03,whole milk,2014,2,3,0
1124,2014-08-23,yogurt,2014,8,23,5
2967,2014-01-23,canned beer,2014,1,23,3
4685,2014-07-16,hamburger meat,2014,7,16,2
3254,2014-02-03,whole milk,2014,2,3,0
2151,2014-08-15,berries,2014,8,15,4
2950,2014-10-17,whole milk,2014,10,17,4
2497,2014-06-08,sausage,2014,6,8,6
3034,2014-12-14,beef,2014,12,14,6
1269,2014-04-14,rolls/buns,2014,4,14,0
3127,2014-03-12,whipped/sour cream,2014,3,12,2
3614,2014-06-01,other vegetables,2014,6,1,6
1233,2014-08-28,other vegetables,2014,8,28,3
3063,2014-12-13,canned beer,2014,12,13,5
3410,2014-02-22,packaged fruit/vegetables,2014,2,22,5
2070,2014-12-20,pot plants,2014,12,20,5
1975,2014-09-01,rolls/buns,2014,9,1,0
3912,2014-08-12,yogurt,2014,8,12,1
1544,2014-04-24,root vegetables,2014,4,24,3
1508,2014-09-28,rolls/buns,2014,9,28,6
3342,2014-06-09,specialty fat,2014,6,9,0
2964,2014-09-22,tropical fruit,2014,9,22,0
1752,2014-11-23,newspapers,2014,11,23,6
4908,2014-08-05,tropical fruit,2014,8,5,1
2559,2014-07-31,pork,2014,7,31,3
3926,2014-10-02,onions,2014,10,2,3
2975,2014-03-27,root vegetables,2014,3,27,3
3443,2014-09-26,sausage,2014,9,26,4
4712,2014-07-09,pip fruit,2014,7,9,2
2041,2014-09-05,margarine,2014,9,5,4
4718,2014-08-03,citrus fruit,2014,8,3,6
3584,2014-11-18,hamburger meat,2014,11,18,1
4691,2014-08-05,whole milk,2014,8,5,1
4226,2014-08-09,butter,2014,8,9,5
3221,2014-01-30,salty snack,2014,1,30,3
3874,2014-07-19,bottled beer,2014,7,19,5
1866,2014-09-02,roll products ,2014,9,2,1
3139,2014-06-26,other vegetables,2014,6,26,3
4131,2014-02-07,onions,2014,2,7,4
2961,2014-07-31,onions,2014,7,31,3
3651,2014-09-09,spread cheese,2014,9,9,1
4137,2014-06-25,hamburger meat,2014,6,25,2
4997,2014-05-01,whole milk,2014,5,1,3
3348,2014-03-30,other vegetables,2014,3,30,6
4700,2014-10-19,other vegetables,2014,10,19,6
3190,2014-08-26,butter milk,2014,8,26,1
4772,2014-02-06,whole milk,2014,2,6,3
2070,2014-03-29,pip fruit,2014,3,29,5
2512,2014-12-19,other vegetables,2014,12,19,4
3783,2014-07-11,other vegetables,2014,7,11,4
3681,2014-09-06,margarine,2014,9,6,5
1620,2014-02-27,bottled water,2014,2,27,3
1580,2014-05-19,citrus fruit,2014,5,19,0
4268,2014-12-07,cream cheese ,2014,12,7,6
1770,2014-01-07,butter,2014,1,7,1
1077,2014-07-17,pastry,2014,7,17,3
2310,2014-04-22,whole milk,2014,4,22,1
1879,2014-08-11,yogurt,2014,8,11,0
2293,2014-07-30,cereals,2014,7,30,2
3324,2014-07-05,ice cream,2014,7,5,5
2149,2014-08-16,hamburger meat,2014,8,16,5
4380,2014-12-08,liquor,2014,12,8,0
3268,2014-01-23,citrus fruit,2014,1,23,3
2562,2014-07-13,other vegetables,2014,7,13,6
4092,2014-06-19,berries,2014,6,19,3
1486,2014-02-12,soda,2014,2,12,2
2538,2014-10-15,whipped/sour cream,2014,10,15,2
1254,2014-03-03,ham,2014,3,3,0
2716,2014-09-06,curd,2014,9,6,5
4101,2014-11-27,rolls/buns,2014,11,27,3
4259,2014-12-20,domestic eggs,2014,12,20,5
2252,2014-08-08,bottled beer,2014,8,8,4
4705,2014-02-18,hard cheese,2014,2,18,1
3882,2014-08-15,dessert,2014,8,15,4
1919,2014-06-12,soft cheese,2014,6,12,3
3915,2014-09-08,ham,2014,9,8,0
1115,2014-07-31,turkey,2014,7,31,3
1260,2014-04-10,pip fruit,2014,4,10,3
3107,2014-12-13,meat,2014,12,13,5
4196,2014-03-02,flower (seeds),2014,3,2,6
3303,2014-10-01,dessert,2014,10,1,2
1575,2014-09-20,misc. beverages,2014,9,20,5
3390,2014-02-12,whole milk,2014,2,12,2
3487,2014-05-22,whipped/sour cream,2014,5,22,3
4373,2014-05-16,nut snack,2014,5,16,4
3348,2014-10-29,newspapers,2014,10,29,2
2030,2014-01-29,soap,2014,1,29,2
2836,2014-04-10,whole milk,2014,4,10,3
3364,2014-07-14,chocolate,2014,7,14,0
3366,2014-05-28,chewing gum,2014,5,28,2
3929,2014-10-01,semi-finished bread,2014,10,1,2
1017,2014-02-21,other vegetables,2014,2,21,4
1456,2014-12-08,packaged fruit/vegetables,2014,12,8,0
3344,2014-01-21,canned beer,2014,1,21,1
4649,2014-06-01,other vegetables,2014,6,1,6
4566,2014-10-31,misc. beverages,2014,10,31,4
1922,2014-07-01,yogurt,2014,7,1,1
3090,2014-03-19,processed cheese,2014,3,19,2
3383,2014-11-13,other vegetables,2014,11,13,3
3284,2014-01-27,dishes,2014,1,27,0
3905,2014-03-02,ice cream,2014,3,2,6
3768,2014-07-31,beef,2014,7,31,3
3464,2014-06-30,margarine,2014,6,30,0
2742,2014-07-07,other vegetables,2014,7,7,0
2019,2014-10-06,citrus fruit,2014,10,6,0
3131,2014-03-12,yogurt,2014,3,12,2
3502,2014-06-15,UHT-milk,2014,6,15,6
3077,2014-01-04,root vegetables,2014,1,4,5
1298,2014-07-26,pastry,2014,7,26,5
2740,2014-06-16,meat,2014,6,16,0
2933,2014-01-08,soda,2014,1,8,2
4650,2014-12-07,rolls/buns,2014,12,7,6
3622,2014-09-28,pip fruit,2014,9,28,6
4526,2014-12-17,soda,2014,12,17,2
4467,2014-11-12,meat,2014,11,12,2
1302,2014-11-22,root vegetables,2014,11,22,5
2322,2014-02-15,pip fruit,2014,2,15,5
2212,2014-08-06,butter,2014,8,6,2
1905,2014-01-31,seasonal products,2014,1,31,4
3413,2014-10-27,beverages,2014,10,27,0
3437,2014-07-11,beef,2014,7,11,4
2758,2014-05-26,UHT-milk,2014,5,26,0
3942,2014-04-18,soda,2014,4,18,4
2479,2014-09-03,canned beer,2014,9,3,2
4773,2014-12-16,curd,2014,12,16,1
4480,2014-12-06,misc. beverages,2014,12,6,5
2562,2014-05-17,oil,2014,5,17,5
2069,2014-12-11,canned fish,2014,12,11,3
4646,2014-11-12,candy,2014,11,12,2
4960,2014-10-28,hamburger meat,2014,10,28,1
2278,2014-03-15,whipped/sour cream,2014,3,15,5
1154,2014-05-15,female sanitary products,2014,5,15,3
4536,2014-11-05,citrus fruit,2014,11,5,2
2982,2014-10-22,tropical fruit,2014,10,22,2
3098,2014-05-29,citrus fruit,2014,5,29,3
1523,2014-03-20,bottled beer,2014,3,20,3
1796,2014-11-15,whole milk,2014,11,15,5
2086,2014-02-12,bottled water,2014,2,12,2
1770,2014-05-15,specialty bar,2014,5,15,3
2801,2014-06-17,whole milk,2014,6,17,1
3848,2014-01-16,root vegetables,2014,1,16,3
1682,2014-01-18,other vegetables,2014,1,18,5
1793,2014-09-30,pip fruit,2014,9,30,1
4831,2014-07-29,misc. beverages,2014,7,29,1
3451,2014-08-06,semi-finished bread,2014,8,6,2
1791,2014-02-10,pastry,2014,2,10,0
1352,2014-03-03,tropical fruit,2014,3,3,0
3003,2014-04-22,seasonal products,2014,4,22,1
2067,2014-03-07,canned beer,2014,3,7,4
2042,2014-12-19,curd,2014,12,19,4
2303,2014-07-30,packaged fruit/vegetables,2014,7,30,2
1768,2014-07-22,flower soil/fertilizer,2014,7,22,1
2139,2014-02-03,other vegetables,2014,2,3,0
1917,2014-09-10,pastry,2014,9,10,2
1418,2014-06-21,soda,2014,6,21,5
2134,2014-01-17,soda,2014,1,17,4
3354,2014-05-14,sparkling wine,2014,5,14,2
4109,2014-05-12,frozen vegetables,2014,5,12,0
1377,2014-11-12,yogurt,2014,11,12,2
4360,2014-09-27,chocolate,2014,9,27,5
2590,2014-08-27,tropical fruit,2014,8,27,2
2358,2014-08-08,UHT-milk,2014,8,8,4
2191,2014-10-22,dessert,2014,10,22,2
2719,2014-12-18,grapes,2014,12,18,3
1908,2014-10-29,oil,2014,10,29,2
1410,2014-11-02,bottled water,2014,11,2,6
2815,2014-05-08,waffles,2014,5,8,3
3304,2014-11-15,bottled beer,2014,11,15,5
1608,2014-01-14,fruit/vegetable juice,2014,1,14,1
1427,2014-04-02,whole milk,2014,4,2,2
1709,2014-08-22,white bread,2014,8,22,4
1342,2014-08-20,dessert,2014,8,20,2
3593,2014-11-03,softener,2014,11,3,0
1057,2014-08-06,tropical fruit,2014,8,6,2
2288,2014-10-16,other vegetables,2014,10,16,3
1922,2014-07-11,pastry,2014,7,11,4
3166,2014-06-22,bottled water,2014,6,22,6
3733,2014-05-23,white bread,2014,5,23,4
1837,2014-02-27,pip fruit,2014,2,27,3
2619,2014-12-24,other vegetables,2014,12,24,2
1657,2014-04-29,frozen meals,2014,4,29,1
3919,2014-08-02,canned beer,2014,8,2,5
2354,2014-08-20,soda,2014,8,20,2
4018,2014-11-23,soda,2014,11,23,6
4968,2014-05-11,margarine,2014,5,11,6
1050,2014-02-15,waffles,2014,2,15,5
1540,2014-11-27,yogurt,2014,11,27,3
1101,2014-12-25,brown bread,2014,12,25,3
4354,2014-07-30,soda,2014,7,30,2
2038,2014-07-23,pip fruit,2014,7,23,2
2853,2014-10-26,other vegetables,2014,10,26,6
4830,2014-04-01,soda,2014,4,1,1
4434,2014-11-29,tropical fruit,2014,11,29,5
2400,2014-08-03,napkins,2014,8,3,6
3918,2014-03-20,brown bread,2014,3,20,3
1062,2014-01-26,whole milk,2014,1,26,6
1866,2014-08-14,butter,2014,8,14,3
3389,2014-07-20,ice cream,2014,7,20,6
3082,2014-05-21,whole milk,2014,5,21,2
4363,2014-05-30,hygiene articles,2014,5,30,4
1941,2014-01-29,whole milk,2014,1,29,2
3932,2014-07-05,coffee,2014,7,5,5
3787,2014-02-03,pip fruit,2014,2,3,0
2196,2014-06-28,beef,2014,6,28,5
1587,2014-01-09,hygiene articles,2014,1,9,3
4066,2014-01-11,fruit/vegetable juice,2014,1,11,5
2733,2014-05-05,whole milk,2014,5,5,0
4656,2014-06-19,condensed milk,2014,6,19,3
3107,2014-12-12,citrus fruit,2014,12,12,4
1171,2014-01-03,soda,2014,1,3,4
3321,2014-04-19,frozen fish,2014,4,19,5
3908,2014-04-27,flour,2014,4,27,6
2916,2014-06-12,pickled vegetables,2014,6,12,3
2334,2014-03-02,yogurt,2014,3,2,6
1736,2014-10-09,tropical fruit,2014,10,9,3
2663,2014-05-13,bottled water,2014,5,13,1
2689,2014-08-27,canned fish,2014,8,27,2
1174,2014-12-29,root vegetables,2014,12,29,0
3194,2014-10-22,pickled vegetables,2014,10,22,2
1661,2014-08-29,tropical fruit,2014,8,29,4
4956,2014-11-20,yogurt,2014,11,20,3
3668,2014-11-08,citrus fruit,2014,11,8,5
3816,2014-10-24,rolls/buns,2014,10,24,4
3077,2014-05-15,pastry,2014,5,15,3
2542,2014-01-01,sliced cheese,2014,1,1,2
1245,2014-12-07,onions,2014,12,7,6
3571,2014-03-02,dish cleaner,2014,3,2,6
1427,2014-12-02,candy,2014,12,2,1
3050,2014-11-11,butter,2014,11,11,1
2550,2014-02-27,butter,2014,2,27,3
3524,2014-05-09,hygiene articles,2014,5,9,4
4626,2014-02-07,root vegetables,2014,2,7,4
2178,2014-04-14,chicken,2014,4,14,0
1526,2014-07-21,yogurt,2014,7,21,0
3075,2014-09-02,coffee,2014,9,2,1
1381,2014-01-01,curd,2014,1,1,2
2361,2014-04-01,light bulbs,2014,4,1,1
3507,2014-09-08,root vegetables,2014,9,8,0
1225,2014-03-03,whole milk,2014,3,3,0
4745,2014-03-28,soft cheese,2014,3,28,4
4623,2014-06-25,bottled water,2014,6,25,2
2727,2014-05-29,soda,2014,5,29,3
4147,2014-08-25,whole milk,2014,8,25,0
4223,2014-03-20,tropical fruit,2014,3,20,3
2604,2014-03-04,whole milk,2014,3,4,1
2591,2014-10-12,root vegetables,2014,10,12,6
3662,2014-02-16,white wine,2014,2,16,6
3719,2014-03-10,condensed milk,2014,3,10,0
2535,2014-01-04,sausage,2014,1,4,5
2323,2014-06-09,sliced cheese,2014,6,9,0
2003,2014-11-30,liquor,2014,11,30,6
4646,2014-03-30,whole milk,2014,3,30,6
3277,2014-10-31,whole milk,2014,10,31,4
1910,2014-05-20,rolls/buns,2014,5,20,1
2521,2014-03-22,root vegetables,2014,3,22,5
4510,2014-10-22,sausage,2014,10,22,2
4451,2014-11-23,cream cheese ,2014,11,23,6
3539,2014-09-05,yogurt,2014,9,5,4
3206,2014-07-07,root vegetables,2014,7,7,0
1748,2014-12-03,soda,2014,12,3,2
4554,2014-07-20,whole milk,2014,7,20,6
4449,2014-09-25,root vegetables,2014,9,25,3
1932,2014-02-08,citrus fruit,2014,2,8,5
4228,2014-06-26,other vegetables,2014,6,26,3
1190,2014-10-09,whipped/sour cream,2014,10,9,3
1814,2014-06-28,hamburger meat,2014,6,28,5
1815,2014-06-27,onions,2014,6,27,4
4637,2014-08-28,herbs,2014,8,28,3
4712,2014-12-14,other vegetables,2014,12,14,6
4539,2014-03-31,white wine,2014,3,31,0
2388,2014-11-19,other vegetables,2014,11,19,2
2131,2014-09-22,grapes,2014,9,22,0
1422,2014-02-26,beef,2014,2,26,2
1304,2014-07-06,hamburger meat,2014,7,6,6
2269,2014-05-26,sliced cheese,2014,5,26,0
4288,2014-06-20,citrus fruit,2014,6,20,4
1061,2014-10-23,beverages,2014,10,23,3
4093,2014-08-07,pip fruit,2014,8,7,3
4937,2014-09-30,liquor,2014,9,30,1
1384,2014-09-28,bottled water,2014,9,28,6
3442,2014-02-03,rolls/buns,2014,2,3,0
1446,2014-02-09,citrus fruit,2014,2,9,6
3901,2014-02-14,rolls/buns,2014,2,14,4
1002,2014-09-02,frozen vegetables,2014,9,2,1
4437,2014-04-11,beef,2014,4,11,4
3905,2014-11-05,other vegetables,2014,11,5,2
2956,2014-10-23,other vegetables,2014,10,23,3
3090,2014-01-23,other vegetables,2014,1,23,3
3305,2014-08-24,whole milk,2014,8,24,6
2893,2014-04-16,grapes,2014,4,16,2
3916,2014-05-22,tropical fruit,2014,5,22,3
1770,2014-04-23,other vegetables,2014,4,23,2
1303,2014-10-28,tropical fruit,2014,10,28,1
2846,2014-10-26,canned fish,2014,10,26,6
4143,2014-01-14,pastry,2014,1,14,1
3166,2014-08-11,dishes,2014,8,11,0
2679,2014-08-31,rolls/buns,2014,8,31,6
3229,2014-11-16,rolls/buns,2014,11,16,6
4720,2014-06-20,tropical fruit,2014,6,20,4
3227,2014-07-21,canned beer,2014,7,21,0
2463,2014-01-14,berries,2014,1,14,1
4079,2014-03-18,root vegetables,2014,3,18,1
4234,2014-10-06,sliced cheese,2014,10,6,0
4487,2014-07-29,oil,2014,7,29,1
2925,2014-08-25,female sanitary products,2014,8,25,0
2638,2014-06-01,root vegetables,2014,6,1,6
3543,2014-09-13,rolls/buns,2014,9,13,5
2763,2014-05-18,rolls/buns,2014,5,18,6
1331,2014-06-04,tropical fruit,2014,6,4,2
4338,2014-09-10,salty snack,2014,9,10,2
3268,2014-03-11,canned fish,2014,3,11,1
3985,2014-06-22,beverages,2014,6,22,6
4659,2014-01-22,white wine,2014,1,22,2
1838,2014-06-19,pip fruit,2014,6,19,3
1652,2014-06-19,beef,2014,6,19,3
3737,2014-03-01,instant coffee,2014,3,1,5
1886,2014-09-13,curd,2014,9,13,5
4784,2014-10-28,butter,2014,10,28,1
4546,2014-10-18,other vegetables,2014,10,18,5
1471,2014-07-31,yogurt,2014,7,31,3
4084,2014-04-19,beef,2014,4,19,5
2040,2014-10-04,newspapers,2014,10,4,5
1797,2014-01-18,other vegetables,2014,1,18,5
3076,2014-02-22,specialty chocolate,2014,2,22,5
4975,2014-10-02,artif. sweetener,2014,10,2,3
3526,2014-10-07,whole milk,2014,10,7,1
4571,2014-08-25,UHT-milk,2014,8,25,0
3476,2014-02-04,ice cream,2014,2,4,1
4398,2014-08-28,onions,2014,8,28,3
3115,2014-09-22,whole milk,2014,9,22,0
2707,2014-03-18,whole milk,2014,3,18,1
1774,2014-09-15,newspapers,2014,9,15,0
2012,2014-04-08,bottled water,2014,4,8,1
4981,2014-02-26,Instant food products,2014,2,26,2
4427,2014-09-01,turkey,2014,9,1,0
3499,2014-02-12,sausage,2014,2,12,2
3020,2014-08-12,other vegetables,2014,8,12,1
